         5.3x5.9E                 (53x59E.dat)                                                                                                                                      
         v2025-1001                                                                                                                                                                 
         Simulation Date: 02/24/2026                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLARS                                                                                                                                 
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (True Air Speed in MPH)                                                                                                                                                 
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
        3.49      0.6953      0.5632      0.1070      0.1321       0.000       0.003       0.003       0.033       0.000       0.012      36.818        0.02       3494.    0.2115  
        3.69      0.7362      0.5758      0.1006      0.1286       0.000       0.003       0.003       0.032       0.000       0.011      35.549        0.02       3512.    0.1979  
        3.90      0.7770      0.5848      0.0934      0.1241       0.000       0.003       0.002       0.031       0.000       0.010      34.205        0.02       3530.    0.1836  
        4.11      0.8179      0.5892      0.0858      0.1191       0.000       0.003       0.002       0.030       0.000       0.010      32.740        0.02       3550.    0.1683  
        4.31      0.8588      0.5876      0.0776      0.1134       0.000       0.002       0.002       0.028       0.000       0.009      31.094        0.02       3570.    0.1521  
        4.52      0.8997      0.5782      0.0690      0.1074       0.000       0.002       0.002       0.027       0.000       0.008      29.207        0.02       3591.    0.1347  
        4.72      0.9406      0.5591      0.0601      0.1010       0.000       0.002       0.002       0.025       0.000       0.007      27.012        0.02       3613.    0.1162  
        4.93      0.9815      0.5277      0.0508      0.0944       0.000       0.002       0.001       0.024       0.000       0.006      24.434        0.02       3636.    0.0967  
        5.13      1.0224      0.4809      0.0412      0.0876       0.000       0.002       0.001       0.022       0.000       0.005      21.377        0.02       3659.    0.0762  
        5.34      1.0633      0.4143      0.0314      0.0807       0.000       0.002       0.001       0.020       0.000       0.004      17.710        0.02       3683.    0.0551  
        5.54      1.1042      0.3222      0.0215      0.0736       0.000       0.002       0.001       0.018       0.000       0.002      13.262        0.02       3707.    0.0341  
        5.75      1.1451      0.1965      0.0114      0.0664       0.000       0.001       0.000       0.017       0.000       0.001       7.797        0.02       3732.    0.0146  
        5.95      1.1860      0.0253      0.0013      0.0592       0.000       0.001       0.000       0.015       0.000       0.000       0.969        0.02       3758.    0.0006  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       2000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1379      0.1006       0.000       0.009       0.014       0.202       0.001       0.062      31.164        0.04       6648.    0.4064  
        0.42      0.0416      0.0561      0.1375      0.1019       0.000       0.009       0.014       0.205       0.001       0.062      30.673        0.04       6656.    0.3994  
        0.83      0.0831      0.1103      0.1372      0.1034       0.000       0.009       0.014       0.208       0.001       0.061      30.145        0.04       6665.    0.3920  
        1.25      0.1247      0.1623      0.1368      0.1051       0.000       0.009       0.014       0.211       0.001       0.061      29.581        0.04       6676.    0.3842  
        1.67      0.1663      0.2120      0.1364      0.1070       0.000       0.009       0.014       0.215       0.001       0.061      28.983        0.04       6688.    0.3759  
        2.09      0.2078      0.2593      0.1360      0.1090       0.000       0.009       0.014       0.219       0.001       0.061      28.352        0.04       6701.    0.3672  
        2.50      0.2494      0.3039      0.1356      0.1112       0.000       0.009       0.014       0.223       0.001       0.061      27.692        0.04       6716.    0.3580  
        2.92      0.2909      0.3458      0.1350      0.1136       0.000       0.010       0.014       0.228       0.001       0.060      27.008        0.04       6733.    0.3484  
        3.34      0.3325      0.3849      0.1342      0.1160       0.000       0.010       0.014       0.233       0.001       0.060      26.304        0.04       6751.    0.3384  
        3.75      0.3741      0.4212      0.1333      0.1184       0.000       0.010       0.013       0.238       0.001       0.060      25.585        0.04       6772.    0.3279  
        4.17      0.4156      0.4546      0.1320      0.1207       0.000       0.010       0.013       0.242       0.001       0.059      24.857        0.04       6793.    0.3171  
        4.59      0.4572      0.4853      0.1304      0.1229       0.000       0.010       0.013       0.247       0.001       0.058      24.123        0.04       6817.    0.3059  
        5.01      0.4988      0.5134      0.1284      0.1247       0.000       0.011       0.013       0.250       0.001       0.057      23.389        0.04       6843.    0.2942  
        5.42      0.5403      0.5388      0.1257      0.1261       0.000       0.011       0.013       0.253       0.001       0.056      22.661        0.04       6870.    0.2821  
        5.84      0.5819      0.5618      0.1224      0.1267       0.000       0.011       0.012       0.254       0.001       0.055      21.942        0.04       6899.    0.2695  
        6.26      0.6235      0.5826      0.1182      0.1265       0.000       0.011       0.012       0.254       0.001       0.053      21.235        0.04       6930.    0.2563  
        6.68      0.6650      0.6011      0.1131      0.1251       0.000       0.011       0.011       0.251       0.001       0.051      20.540        0.04       6963.    0.2425  
        7.09      0.7066      0.6172      0.1070      0.1226       0.000       0.010       0.011       0.246       0.001       0.048      19.849        0.04       6998.    0.2280  
        7.51      0.7481      0.6304      0.1003      0.1190       0.000       0.010       0.010       0.239       0.001       0.045      19.148        0.04       7034.    0.2129  
        7.93      0.7897      0.6402      0.0929      0.1145       0.000       0.010       0.009       0.230       0.001       0.042      18.423        0.04       7073.    0.1971  
        8.34      0.8313      0.6456      0.0849      0.1094       0.000       0.009       0.009       0.220       0.001       0.038      17.648        0.04       7113.    0.1806  
        8.76      0.8728      0.6450      0.0766      0.1036       0.000       0.009       0.008       0.208       0.001       0.034      16.792        0.04       7155.    0.1631  
        9.18      0.9144      0.6367      0.0678      0.0974       0.000       0.008       0.007       0.195       0.001       0.030      15.823        0.04       7198.    0.1447  
        9.60      0.9560      0.6186      0.0587      0.0907       0.000       0.008       0.006       0.182       0.001       0.026      14.706        0.04       7243.    0.1251  
       10.01      0.9975      0.5879      0.0493      0.0837       0.000       0.007       0.005       0.168       0.001       0.022      13.393        0.04       7289.    0.1044  
       10.43      1.0391      0.5405      0.0397      0.0764       0.000       0.006       0.004       0.153       0.001       0.018      11.820        0.04       7337.    0.0827  
       10.85      1.0807      0.4704      0.0300      0.0688       0.000       0.006       0.003       0.138       0.001       0.013       9.892        0.04       7386.    0.0601  
       11.26      1.1222      0.3690      0.0201      0.0611       0.000       0.005       0.002       0.123       0.001       0.009       7.472        0.04       7436.    0.0372  
       11.68      1.1638      0.2222      0.0102      0.0532       0.000       0.005       0.001       0.107       0.001       0.005       4.338        0.04       7488.    0.0154  
       12.10      1.2053      0.0059      0.0002      0.0452       0.000       0.004       0.000       0.091       0.000       0.000       0.112        0.05       7541.    0.0001  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       3000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1383      0.0952       0.001       0.018       0.031       0.645       0.002       0.139      21.999        0.06       9972.    0.4309  
        0.63      0.0418      0.0597      0.1379      0.0966       0.001       0.018       0.031       0.655       0.002       0.139      21.635        0.06       9984.    0.4232  
        1.26      0.0837      0.1173      0.1376      0.0981       0.001       0.019       0.031       0.665       0.002       0.139      21.241        0.06       9998.    0.4150  
        1.89      0.1255      0.1725      0.1373      0.0999       0.001       0.019       0.031       0.677       0.002       0.138      20.821        0.06      10014.    0.4063  
        2.52      0.1674      0.2251      0.1369      0.1018       0.001       0.019       0.031       0.690       0.002       0.138      20.375        0.06      10032.    0.3971  
        3.15      0.2092      0.2749      0.1366      0.1039       0.001       0.020       0.031       0.704       0.002       0.137      19.905        0.06      10053.    0.3874  
        3.78      0.2510      0.3217      0.1361      0.1062       0.001       0.020       0.031       0.720       0.002       0.137      19.415        0.06      10076.    0.3773  
        4.41      0.2929      0.3655      0.1356      0.1086       0.001       0.021       0.031       0.736       0.002       0.136      18.908        0.06      10101.    0.3667  
        5.04      0.3347      0.4062      0.1348      0.1111       0.001       0.021       0.031       0.753       0.002       0.136      18.387        0.06      10129.    0.3556  
        5.67      0.3765      0.4438      0.1339      0.1136       0.001       0.022       0.030       0.770       0.002       0.135      17.857        0.06      10159.    0.3441  
        6.30      0.4184      0.4783      0.1326      0.1160       0.001       0.022       0.030       0.786       0.003       0.134      17.321        0.06      10192.    0.3323  
        6.93      0.4602      0.5099      0.1310      0.1183       0.001       0.023       0.030       0.801       0.003       0.132      16.783        0.06      10228.    0.3200  
        7.56      0.5021      0.5385      0.1289      0.1202       0.001       0.023       0.029       0.815       0.003       0.130      16.248        0.06      10267.    0.3073  
        8.19      0.5439      0.5644      0.1263      0.1217       0.001       0.023       0.029       0.824       0.003       0.127      15.720        0.06      10308.    0.2942  
        8.82      0.5857      0.5877      0.1228      0.1224       0.001       0.023       0.028       0.829       0.003       0.124      15.201        0.06      10353.    0.2806  
        9.45      0.6276      0.6087      0.1185      0.1222       0.001       0.023       0.027       0.828       0.003       0.119      14.694        0.06      10400.    0.2664  
       10.08      0.6694      0.6275      0.1133      0.1208       0.001       0.023       0.026       0.819       0.003       0.114      14.201        0.06      10450.    0.2517  
       10.71      0.7112      0.6439      0.1071      0.1183       0.001       0.023       0.024       0.802       0.003       0.108      13.715        0.06      10503.    0.2364  
       11.34      0.7531      0.6576      0.1002      0.1148       0.001       0.022       0.023       0.778       0.002       0.101      13.228        0.06      10558.    0.2206  
       11.97      0.7949      0.6680      0.0927      0.1103       0.001       0.021       0.021       0.748       0.002       0.093      12.731        0.07      10617.    0.2042  
       12.60      0.8368      0.6741      0.0847      0.1051       0.001       0.020       0.019       0.712       0.002       0.085      12.205        0.07      10678.    0.1871  
       13.23      0.8786      0.6746      0.0762      0.0993       0.001       0.019       0.017       0.673       0.002       0.077      11.632        0.07      10741.    0.1692  
       13.86      0.9204      0.6676      0.0674      0.0929       0.001       0.018       0.015       0.630       0.002       0.068      10.989        0.07      10807.    0.1503  
       14.49      0.9623      0.6512      0.0583      0.0861       0.001       0.016       0.013       0.583       0.002       0.059      10.251        0.07      10875.    0.1303  
       15.12      1.0041      0.6221      0.0489      0.0789       0.001       0.015       0.011       0.535       0.002       0.049       9.386        0.07      10945.    0.1093  
       15.75      1.0459      0.5761      0.0393      0.0714       0.001       0.014       0.009       0.483       0.002       0.040       8.345        0.07      11017.    0.0871  
       16.38      1.0878      0.5064      0.0296      0.0635       0.001       0.012       0.007       0.430       0.001       0.030       7.053        0.07      11092.    0.0639  
       17.01      1.1296      0.4025      0.0198      0.0555       0.001       0.011       0.004       0.376       0.001       0.020       5.398        0.07      11168.    0.0400  
       17.64      1.1715      0.2461      0.0099      0.0472       0.000       0.009       0.002       0.320       0.001       0.010       3.183        0.07      11247.    0.0167  
       18.27      1.2133      0.0030      0.0001      0.0388       0.000       0.007       0.000       0.263       0.001       0.000       0.037        0.07      11327.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       4000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1386      0.0921       0.002       0.031       0.056       1.478       0.004       0.248      17.101        0.08      13296.    0.4470  
        0.84      0.0420      0.0621      0.1382      0.0934       0.002       0.032       0.056       1.501       0.004       0.247      16.808        0.08      13312.    0.4388  
        1.69      0.0840      0.1219      0.1379      0.0950       0.002       0.032       0.055       1.526       0.004       0.247      16.491        0.08      13331.    0.4300  
        2.53      0.1260      0.1792      0.1376      0.0968       0.002       0.033       0.055       1.554       0.004       0.246      16.153        0.08      13352.    0.4207  
        3.37      0.1680      0.2336      0.1373      0.0987       0.002       0.034       0.055       1.586       0.004       0.246      15.795        0.08      13377.    0.4109  
        4.22      0.2100      0.2850      0.1369      0.1009       0.002       0.034       0.055       1.620       0.004       0.245      15.418        0.08      13404.    0.4006  
        5.06      0.2520      0.3333      0.1365      0.1032       0.002       0.035       0.055       1.658       0.004       0.244      15.024        0.08      13435.    0.3898  
        5.90      0.2940      0.3783      0.1359      0.1057       0.002       0.036       0.055       1.697       0.004       0.243      14.618        0.08      13469.    0.3785  
        6.75      0.3360      0.4200      0.1352      0.1082       0.002       0.037       0.054       1.738       0.004       0.242      14.201        0.08      13506.    0.3667  
        7.59      0.3780      0.4584      0.1343      0.1107       0.002       0.038       0.054       1.779       0.004       0.240      13.778        0.08      13547.    0.3545  
        8.43      0.4200      0.4936      0.1330      0.1132       0.002       0.038       0.054       1.819       0.004       0.238      13.350        0.08      13592.    0.3420  
        9.28      0.4621      0.5255      0.1314      0.1155       0.002       0.039       0.053       1.856       0.004       0.235      12.923        0.08      13640.    0.3290  
       10.12      0.5041      0.5545      0.1293      0.1176       0.003       0.040       0.052       1.888       0.005       0.231      12.499        0.09      13692.    0.3156  
       10.96      0.5461      0.5806      0.1266      0.1191       0.003       0.040       0.051       1.912       0.005       0.227      12.081        0.09      13747.    0.3019  
       11.81      0.5881      0.6041      0.1231      0.1198       0.003       0.041       0.050       1.925       0.005       0.220      11.673        0.09      13807.    0.2876  
       12.65      0.6301      0.6253      0.1188      0.1197       0.003       0.041       0.048       1.922       0.005       0.213      11.276        0.09      13870.    0.2729  
       13.49      0.6721      0.6442      0.1134      0.1183       0.003       0.040       0.046       1.901       0.005       0.203      10.891        0.09      13937.    0.2576  
       14.34      0.7141      0.6608      0.1072      0.1158       0.002       0.039       0.043       1.861       0.004       0.192      10.515        0.09      14008.    0.2418  
       15.18      0.7561      0.6748      0.1002      0.1123       0.002       0.038       0.040       1.804       0.004       0.179      10.141        0.09      14083.    0.2254  
       16.02      0.7981      0.6857      0.0927      0.1078       0.002       0.037       0.037       1.732       0.004       0.166       9.762        0.09      14161.    0.2087  
       16.87      0.8401      0.6925      0.0846      0.1026       0.002       0.035       0.034       1.648       0.004       0.151       9.366        0.09      14243.    0.1913  
       17.71      0.8821      0.6938      0.0761      0.0967       0.002       0.033       0.031       1.553       0.004       0.136       8.936        0.09      14328.    0.1731  
       18.55      0.9241      0.6879      0.0672      0.0903       0.002       0.031       0.027       1.450       0.003       0.120       8.458        0.09      14417.    0.1540  
       19.40      0.9661      0.6727      0.0580      0.0834       0.002       0.028       0.023       1.339       0.003       0.104       7.912        0.09      14508.    0.1339  
       20.24      1.0081      0.6452      0.0487      0.0760       0.002       0.026       0.020       1.221       0.003       0.087       7.272        0.09      14602.    0.1126  
       21.08      1.0501      0.6008      0.0391      0.0683       0.001       0.023       0.016       1.097       0.003       0.070       6.500        0.09      14699.    0.0902  
       21.93      1.0921      0.5321      0.0294      0.0603       0.001       0.020       0.012       0.968       0.002       0.053       5.536        0.09      14799.    0.0666  
       22.77      1.1341      0.4273      0.0196      0.0520       0.001       0.018       0.008       0.835       0.002       0.035       4.281        0.09      14902.    0.0421  
       23.61      1.1761      0.2651      0.0098      0.0435       0.001       0.015       0.004       0.699       0.002       0.018       2.561        0.09      15008.    0.0178  
       24.46      1.2181      0.0020      0.0001      0.0349       0.001       0.012       0.000       0.560       0.001       0.000       0.019        0.09      15115.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       5000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1387      0.0899       0.004       0.048       0.087       2.819       0.005       0.388      14.029        0.11      16619.    0.4587  
        1.06      0.0421      0.0639      0.1384      0.0913       0.004       0.048       0.087       2.863       0.005       0.387      13.783        0.11      16640.    0.4501  
        2.11      0.0842      0.1253      0.1381      0.0929       0.004       0.049       0.087       2.913       0.006       0.386      13.517        0.11      16664.    0.4409  
        3.17      0.1264      0.1840      0.1378      0.0946       0.004       0.050       0.087       2.969       0.006       0.385      13.233        0.11      16691.    0.4312  
        4.23      0.1685      0.2397      0.1375      0.0966       0.004       0.051       0.086       3.031       0.006       0.384      12.932        0.11      16721.    0.4209  
        5.29      0.2106      0.2923      0.1372      0.0988       0.004       0.052       0.086       3.100       0.006       0.383      12.615        0.11      16756.    0.4101  
        6.34      0.2527      0.3416      0.1367      0.1012       0.004       0.054       0.086       3.173       0.006       0.382      12.285        0.11      16794.    0.3988  
        7.40      0.2949      0.3875      0.1362      0.1036       0.004       0.055       0.086       3.251       0.006       0.381      11.945        0.11      16837.    0.3869  
        8.46      0.3370      0.4299      0.1355      0.1062       0.004       0.056       0.085       3.332       0.006       0.379      11.596        0.11      16884.    0.3747  
        9.51      0.3791      0.4689      0.1346      0.1088       0.005       0.058       0.085       3.413       0.007       0.376      11.242        0.11      16935.    0.3620  
       10.57      0.4212      0.5044      0.1333      0.1113       0.005       0.059       0.084       3.493       0.007       0.373      10.885        0.11      16991.    0.3489  
       11.63      0.4634      0.5367      0.1317      0.1137       0.005       0.060       0.083       3.567       0.007       0.368      10.530        0.11      17052.    0.3354  
       12.68      0.5055      0.5659      0.1296      0.1157       0.005       0.061       0.081       3.631       0.007       0.362      10.177        0.11      17117.    0.3216  
       13.74      0.5476      0.5922      0.1269      0.1173       0.005       0.062       0.080       3.679       0.007       0.355       9.830        0.11      17187.    0.3073  
       14.80      0.5897      0.6158      0.1233      0.1181       0.005       0.063       0.078       3.705       0.007       0.345       9.492        0.11      17261.    0.2926  
       15.86      0.6318      0.6371      0.1189      0.1180       0.005       0.063       0.075       3.700       0.007       0.333       9.165        0.11      17341.    0.2774  
       16.91      0.6740      0.6561      0.1136      0.1166       0.005       0.062       0.071       3.659       0.007       0.318       8.849        0.11      17426.    0.2617  
       17.97      0.7161      0.6729      0.1073      0.1142       0.005       0.061       0.067       3.581       0.007       0.300       8.541        0.11      17515.    0.2456  
       19.03      0.7582      0.6871      0.1002      0.1106       0.005       0.059       0.063       3.470       0.007       0.280       8.238        0.11      17609.    0.2289  
       20.08      0.8003      0.6984      0.0926      0.1061       0.004       0.056       0.058       3.330       0.006       0.259       7.932        0.11      17707.    0.2119  
       21.14      0.8425      0.7056      0.0845      0.1009       0.004       0.054       0.053       3.165       0.006       0.236       7.613        0.11      17810.    0.1943  
       22.20      0.8846      0.7076      0.0760      0.0950       0.004       0.050       0.048       2.979       0.006       0.212       7.271        0.11      17917.    0.1759  
       23.26      0.9267      0.7026      0.0671      0.0885       0.004       0.047       0.042       2.775       0.005       0.188       6.892        0.11      18028.    0.1567  
       24.31      0.9688      0.6886      0.0579      0.0815       0.003       0.043       0.036       2.555       0.005       0.162       6.460        0.11      18142.    0.1365  
       25.37      1.0110      0.6624      0.0485      0.0740       0.003       0.039       0.030       2.322       0.004       0.136       5.956        0.11      18261.    0.1151  
       26.43      1.0531      0.6193      0.0389      0.0662       0.003       0.035       0.024       2.076       0.004       0.109       5.346        0.11      18383.    0.0926  
       27.48      1.0952      0.5518      0.0292      0.0580       0.002       0.031       0.018       1.820       0.003       0.082       4.579        0.11      18509.    0.0687  
       28.54      1.1373      0.4469      0.0195      0.0496       0.002       0.026       0.012       1.556       0.003       0.054       3.571        0.11      18638.    0.0438  
       29.60      1.1794      0.2806      0.0097      0.0409       0.002       0.022       0.006       1.284       0.002       0.027       2.163        0.11      18770.    0.0187  
       30.65      1.2216      0.0014      0.0000      0.0321       0.001       0.017       0.000       1.007       0.002       0.000       0.010        0.11      18904.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       6000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1389      0.0883       0.006       0.067       0.126       4.785       0.008       0.559      11.914        0.13      19943.    0.4676  
        1.27      0.0422      0.0652      0.1385      0.0897       0.007       0.068       0.125       4.861       0.008       0.558      11.701        0.13      19968.    0.4587  
        2.54      0.0844      0.1279      0.1382      0.0913       0.007       0.070       0.125       4.948       0.008       0.557      11.471        0.13      19996.    0.4493  
        3.81      0.1266      0.1877      0.1380      0.0931       0.007       0.071       0.125       5.046       0.008       0.555      11.226        0.13      20029.    0.4392  
        5.08      0.1689      0.2444      0.1377      0.0951       0.007       0.073       0.125       5.155       0.008       0.554      10.966        0.13      20066.    0.4286  
        6.36      0.2111      0.2979      0.1373      0.0973       0.007       0.074       0.124       5.274       0.008       0.553      10.692        0.13      20107.    0.4174  
        7.63      0.2533      0.3480      0.1369      0.0997       0.007       0.076       0.124       5.402       0.009       0.551      10.407        0.13      20154.    0.4057  
        8.90      0.2955      0.3945      0.1364      0.1022       0.007       0.078       0.123       5.538       0.009       0.549      10.113        0.13      20205.    0.3934  
       10.17      0.3377      0.4375      0.1357      0.1048       0.008       0.080       0.123       5.679       0.009       0.546       9.812        0.13      20262.    0.3808  
       11.44      0.3799      0.4769      0.1348      0.1074       0.008       0.082       0.122       5.821       0.009       0.543       9.508        0.13      20323.    0.3677  
       12.71      0.4221      0.5128      0.1336      0.1100       0.008       0.084       0.121       5.960       0.009       0.538       9.201        0.13      20391.    0.3542  
       13.98      0.4643      0.5453      0.1319      0.1124       0.008       0.086       0.119       6.090       0.010       0.531       8.895        0.13      20464.    0.3404  
       15.25      0.5066      0.5746      0.1298      0.1144       0.008       0.087       0.118       6.203       0.010       0.523       8.593        0.13      20542.    0.3261  
       16.53      0.5488      0.6010      0.1271      0.1160       0.008       0.089       0.115       6.289       0.010       0.512       8.296        0.13      20626.    0.3115  
       17.80      0.5910      0.6247      0.1235      0.1169       0.008       0.089       0.112       6.334       0.010       0.497       8.007        0.13      20716.    0.2964  
       19.07      0.6332      0.6460      0.1191      0.1167       0.008       0.089       0.108       6.327       0.010       0.480       7.728        0.13      20812.    0.2809  
       20.34      0.6754      0.6651      0.1137      0.1154       0.008       0.088       0.103       6.257       0.010       0.458       7.460        0.13      20914.    0.2649  
       21.61      0.7176      0.6820      0.1074      0.1130       0.008       0.086       0.097       6.123       0.010       0.432       7.199        0.13      21022.    0.2485  
       22.88      0.7598      0.6965      0.1003      0.1094       0.008       0.084       0.091       5.930       0.009       0.404       6.943        0.13      21135.    0.2316  
       24.15      0.8020      0.7081      0.0926      0.1049       0.008       0.080       0.084       5.687       0.009       0.373       6.687        0.13      21253.    0.2144  
       25.42      0.8443      0.7157      0.0845      0.0997       0.007       0.076       0.076       5.402       0.009       0.340       6.421        0.13      21377.    0.1966  
       26.69      0.8865      0.7182      0.0759      0.0937       0.007       0.072       0.069       5.079       0.008       0.306       6.137        0.13      21506.    0.1781  
       27.97      0.9287      0.7140      0.0670      0.0871       0.006       0.067       0.061       4.723       0.008       0.270       5.824        0.13      21640.    0.1588  
       29.24      0.9709      0.7009      0.0578      0.0801       0.006       0.061       0.052       4.340       0.007       0.233       5.469        0.13      21778.    0.1385  
       30.51      1.0131      0.6759      0.0484      0.0725       0.005       0.055       0.044       3.932       0.006       0.195       5.054        0.13      21920.    0.1171  
